ID,SalePrice
1461,122000.0
1462,150000.0
1463,185000.0
1464,181900.0
1465,213500.0
1466,188000.0
1467,169990.0
1468,163990.0
1469,210000.0
1470,129500.0
1471,207000.0
1472,75000.0
1473,75000.0
1474,148500.0
1475,139400.0
1476,611657.0
1477,232000.0
1478,320000.0
1479,236500.0
1480,386250.0
1481,253293.0
1482,202500.0
1483,169990.0
1484,213490.0
1485,185000.0
1486,225000.0
1487,410000.0
1488,245350.0
1489,250580.0
1490,217000.0
1491,180000.0
1492,121000.0
1493,187000.0
1494,317000.0
1495,315000.0
1496,335000.0
1497,208900.0
1498,151000.0
1499,151000.0
1500,81000.0
1501,177500.0
1502,175500.0
1503,394617.0
1504,210000.0
1505,213000.0
1506,180500.0
1507,169000.0
1508,190000.0
1509,181900.0
1510,142000.0
1511,142000.0
1512,175000.0
1513,155000.0
1514,145250.0
1515,191000.0
1516,155000.0
1517,176000.0
1518,154300.0
1519,232000.0
1520,155000.0
1521,147500.0
1522,167900.0
1523,123000.0
1524,123000.0
1525,104900.0
1526,114500.0
1527,107500.0
1528,123000.0
1529,168500.0
1530,167000.0
1531,132500.0
1532,132000.0
1533,144000.0
1534,125500.0
1535,145250.0
1536,119000.0
1537,58500.0
1538,161000.0
1539,287000.0
1540,107500.0
1541,154000.0
1542,138000.0
1543,167500.0
1544,90350.0
1545,80000.0
1546,107500.0
1547,131000.0
1548,146500.0
1549,124000.0
1550,141500.0
1551,110500.0
1552,162900.0
1553,128000.0
1554,66500.0
1555,161750.0
1556,76000.0
1557,139000.0
1558,90350.0
1559,107500.0
1560,133900.0
1561,145250.0
1562,134800.0
1563,137000.0
1564,143500.0
1565,152000.0
1566,180000.0
1567,76000.0
1568,215000.0
1569,143000.0
1570,137500.0
1571,133000.0
1572,147000.0
1573,248328.0
1574,98600.0
1575,197000.0
1576,222000.0
1577,250580.0
1578,207000.0
1579,149300.0
1580,191000.0
1581,149900.0
1582,122000.0
1583,369900.0
1584,236000.0
1585,149300.0
1586,58500.0
1587,106000.0
1588,143000.0
1589,80000.0
1590,126500.0
1591,100000.0
1592,110500.0
1593,123000.0
1594,160000.0
1595,113000.0
1596,236000.0
1597,188000.0
1598,197000.0
1599,220000.0
1600,213500.0
1601,89000.0
1602,125500.0
1603,110000.0
1604,275000.0
1605,269500.0
1606,179000.0
1607,124000.0
1608,250580.0
1609,250580.0
1610,167500.0
1611,148000.0
1612,167500.0
1613,165000.0
1614,134500.0
1615,75500.0
1616,86000.0
1617,106000.0
1618,124500.0
1619,134800.0
1620,126000.0
1621,81000.0
1622,144500.0
1623,324000.0
1624,222000.0
1625,129000.0
1626,211000.0
1627,185000.0
1628,336000.0
1629,180000.0
1630,410000.0
1631,215000.0
1632,209500.0
1633,190000.0
1634,178000.0
1635,165600.0
1636,162000.0
1637,148000.0
1638,222000.0
1639,197900.0
1640,222000.0
1641,210000.0
1642,224900.0
1643,210000.0
1644,210000.0
1645,175000.0
1646,155000.0
1647,175500.0
1648,142000.0
1649,136500.0
1650,125500.0
1651,135000.0
1652,83000.0
1653,106000.0
1654,146000.0
1655,139400.0
1656,146000.0
1657,146000.0
1658,146000.0
1659,139400.0
1660,149000.0
1661,412500.0
1662,451950.0
1663,465000.0
1664,386250.0
1665,337500.0
1666,312500.0
1667,410000.0
1668,315000.0
1669,313000.0
1670,337500.0
1671,260400.0
1672,386250.0
1673,309000.0
1674,255500.0
1675,194700.0
1676,196000.0
1677,250580.0
1678,386250.0
1679,395000.0
1680,318061.0
1681,277500.0
1682,307000.0
1683,202500.0
1684,170000.0
1685,173900.0
1686,159895.0
1687,170000.0
1688,183500.0
1689,183500.0
1690,185000.0
1691,185000.0
1692,336000.0
1693,185000.0
1694,192000.0
1695,170000.0
1696,320000.0
1697,234000.0
1698,350000.0
1699,325000.0
1700,214000.0
1701,237000.0
1702,249700.0
1703,249700.0
1704,306000.0
1705,236500.0
1706,466500.0
1707,227680.0
1708,250580.0
1709,285000.0
1710,232600.0
1711,281000.0
1712,209500.0
1713,213000.0
1714,213000.0
1715,213490.0
1716,148800.0
1717,148800.0
1718,162000.0
1719,225000.0
1720,281000.0
1721,155000.0
1722,147000.0
1723,155000.0
1724,250580.0
1725,215000.0
1726,200500.0
1727,167900.0
1728,186500.0
1729,158900.0
1730,126000.0
1731,125000.0
1732,147000.0
1733,149300.0
1734,133000.0
1735,130500.0
1736,125000.0
1737,287000.0
1738,194500.0
1739,315750.0
1740,190000.0
1741,196000.0
1742,168500.0
1743,183900.0
1744,324000.0
1745,222000.0
1746,287000.0
1747,222000.0
1748,250000.0
1749,154000.0
1750,143000.0
1751,222000.0
1752,124500.0
1753,152000.0
1754,176000.0
1755,177000.0
1756,125500.0
1757,127000.0
1758,144900.0
1759,168000.0
1760,168500.0
1761,167500.0
1762,197500.0
1763,158000.0
1764,115000.0
1765,211000.0
1766,207500.0
1767,257500.0
1768,135000.0
1769,174000.0
1770,130000.0
1771,139000.0
1772,140000.0
1773,128900.0
1774,124500.0
1775,155000.0
1776,125500.0
1777,123000.0
1778,155000.0
1779,98300.0
1780,234000.0
1781,134500.0
1782,125500.0
1783,125500.0
1784,91300.0
1785,120000.0
1786,240000.0
1787,171900.0
1788,37900.0
1789,101000.0
1790,125500.0
1791,200000.0
1792,145250.0
1793,131500.0
1794,132500.0
1795,150000.0
1796,109500.0
1797,106500.0
1798,139000.0
1799,123000.0
1800,123000.0
1801,89500.0
1802,181000.0
1803,180500.0
1804,149300.0
1805,133000.0
1806,117000.0
1807,133900.0
1808,107500.0
1809,140000.0
1810,139600.0
1811,108000.0
1812,128000.0
1813,123000.0
1814,123000.0
1815,37900.0
1816,125500.0
1817,135000.0
1818,108000.0
1819,125500.0
1820,81000.0
1821,132500.0
1822,174000.0
1823,40000.0
1824,149000.0
1825,132500.0
1826,79900.0
1827,123000.0
1828,139000.0
1829,119200.0
1830,180500.0
1831,159500.0
1832,107500.0
1833,139000.0
1834,132500.0
1835,189000.0
1836,132500.0
1837,145000.0
1838,152000.0
1839,86000.0
1840,179000.0
1841,162000.0
1842,78000.0
1843,138500.0
1844,135000.0
1845,139500.0
1846,151000.0
1847,139500.0
1848,60000.0
1849,134432.0
1850,142125.0
1851,146500.0
1852,110500.0
1853,144000.0
1854,197000.0
1855,97000.0
1856,221000.0
1857,115000.0
1858,142953.0
1859,118858.0
1860,153337.0
1861,118858.0
1862,167500.0
1863,167500.0
1864,167500.0
1865,315000.0
1866,315000.0
1867,255500.0
1868,297000.0
1869,197000.0
1870,295493.0
1871,287090.0
1872,174000.0
1873,221000.0
1874,137500.0
1875,197000.0
1876,173000.0
1877,210000.0
1878,259000.0
1879,143000.0
1880,149300.0
1881,213000.0
1882,255000.0
1883,180000.0
1884,237000.0
1885,262000.0
1886,297000.0
1887,197000.0
1888,270000.0
1889,149500.0
1890,155000.0
1891,145000.0
1892,115000.0
1893,163000.0
1894,160000.0
1895,145250.0
1896,133000.0
1897,158000.0
1898,66500.0
1899,137500.0
1900,189950.0
1901,168000.0
1902,98600.0
1903,167500.0
1904,158500.0
1905,155000.0
1906,145250.0
1907,168000.0
1908,127000.0
1909,86000.0
1910,124000.0
1911,185000.0
1912,294000.0
1913,191000.0
1914,35311.0
1915,394617.0
1916,58500.0
1917,290000.0
1918,130000.0
1919,147000.0
1920,167500.0
1921,415298.0
1922,315500.0
1923,277000.0
1924,275000.0
1925,225000.0
1926,374000.0
1927,133000.0
1928,197500.0
1929,149900.0
1930,173733.0
1931,129500.0
1932,148000.0
1933,180000.0
1934,193000.0
1935,165600.0
1936,192000.0
1937,154000.0
1938,197500.0
1939,209500.0
1940,213500.0
1941,176500.0
1942,174000.0
1943,189000.0
1944,281213.0
1945,374000.0
1946,180500.0
1947,319900.0
1948,180500.0
1949,280000.0
1950,197000.0
1951,244000.0
1952,289000.0
1953,165000.0
1954,190000.0
1955,125500.0
1956,250000.0
1957,174000.0
1958,317000.0
1959,135000.0
1960,123000.0
1961,112500.0
1962,91000.0
1963,91000.0
1964,125500.0
1965,148500.0
1966,139400.0
1967,319000.0
1968,369900.0
1969,367294.0
1970,386250.0
1971,466500.0
1972,325000.0
1973,309000.0
